"NutsID","region_name","NUTS_level","l.year","l.value","ltn.type_labour"
"11B170217","Alturas do Barroso e Cerdedo","5","2019","0","Workers not hired by the holder"
"11B170218","Ardãos e Bobadela","5","2019","189","Total labour force in agriculture"
"11B170218","Ardãos e Bobadela","5","2019","187","Family labour force"
"11B170218","Ardãos e Bobadela","5","2019","120","Holder"
"11B170218","Ardãos e Bobadela","5","2019","54","Spouse"
"11B170218","Ardãos e Bobadela","5","2019","13","Other family members"
"11B170218","Ardãos e Bobadela","5","2019","2","Non-family labour force"
"11B170218","Ardãos e Bobadela","5","2019","1","Regular"
"11B170218","Ardãos e Bobadela","5","2019","1","Non-regular"
"11B170218","Ardãos e Bobadela","5","2019","0","Workers not hired by the holder"
"11B170203","Beça","5","2019","190","Total labour force in agriculture"
"11B170203","Beça","5","2019","185","Family labour force"
"11B170203","Beça","5","2019","111","Holder"
"11B170203","Beça","5","2019","58","Spouse"
"11B170203","Beça","5","2019","17","Other family members"
"11B170203","Beça","5","2019","4","Non-family labour force"
"11B170203","Beça","5","2019","2","Regular"
"11B170203","Beça","5","2019","2","Non-regular"
"11B170203","Beça","5","2019","1","Workers not hired by the holder"
"11B170219","Boticas e Granja","5","2019","155","Total labour force in agriculture"
"11B170219","Boticas e Granja","5","2019","150","Family labour force"
"11B170219","Boticas e Granja","5","2019","85","Holder"
"11B170219","Boticas e Granja","5","2019","50","Spouse"
"11B170219","Boticas e Granja","5","2019","15","Other family members"
"11B170219","Boticas e Granja","5","2019","6","Non-family labour force"
"11B170219","Boticas e Granja","5","2019","3","Regular"
"11B170219","Boticas e Granja","5","2019","2","Non-regular"
"11B170219","Boticas e Granja","5","2019","1","Workers not hired by the holder"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","103","Total labour force in agriculture"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","101","Family labour force"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","53","Holder"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","36","Spouse"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","12","Other family members"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","2","Non-family labour force"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","1","Regular"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","1","Non-regular"
"11B170220","Codessoso, Curros e Fiães do Tâmega","5","2019","0","Workers not hired by the holder"
"11B170208","Covas do Barroso","5","2019","81","Total labour force in agriculture"
"11B170208","Covas do Barroso","5","2019","79","Family labour force"
"11B170208","Covas do Barroso","5","2019","40","Holder"
"11B170208","Covas do Barroso","5","2019","23","Spouse"
"11B170208","Covas do Barroso","5","2019","17","Other family members"
"11B170208","Covas do Barroso","5","2019","2","Non-family labour force"
"11B170208","Covas do Barroso","5","2019","1","Regular"
"11B170208","Covas do Barroso","5","2019","1","Non-regular"
"11B170208","Covas do Barroso","5","2019","0","Workers not hired by the holder"
"11B170210","Dornelas","5","2019","97","Total labour force in agriculture"
"11B170210","Dornelas","5","2019","89","Family labour force"
"11B170210","Dornelas","5","2019","51","Holder"
"11B170210","Dornelas","5","2019","29","Spouse"
"11B170210","Dornelas","5","2019","9","Other family members"
"11B170210","Dornelas","5","2019","8","Non-family labour force"
"11B170210","Dornelas","5","2019","8","Regular"
"11B170210","Dornelas","5","2019","0","Non-regular"
"11B170210","Dornelas","5","2019","0","Workers not hired by the holder"
"11B170213","Pinho","5","2019","71","Total labour force in agriculture"
"11B170213","Pinho","5","2019","70","Family labour force"
"11B170213","Pinho","5","2019","40","Holder"
"11B170213","Pinho","5","2019","25","Spouse"
"11B170213","Pinho","5","2019","4","Other family members"
"11B170213","Pinho","5","2019","1","Non-family labour force"
"11B170213","Pinho","5","2019","0","Regular"
"11B170213","Pinho","5","2019","1","Non-regular"
"11B170213","Pinho","5","2019","0","Workers not hired by the holder"
"11B170215","Sapiãos","5","2019","114","Total labour force in agriculture"
"11B170215","Sapiãos","5","2019","111","Family labour force"
"11B170215","Sapiãos","5","2019","63","Holder"
"11B170215","Sapiãos","5","2019","40","Spouse"
"11B170215","Sapiãos","5","2019","9","Other family members"
"11B170215","Sapiãos","5","2019","2","Non-family labour force"
"11B170215","Sapiãos","5","2019","0","Regular"
"11B170215","Sapiãos","5","2019","2","Non-regular"
"11B170215","Sapiãos","5","2019","1","Workers not hired by the holder"
"11B170221","Vilar e Viveiro","5","2019","210","Total labour force in agriculture"
"11B170221","Vilar e Viveiro","5","2019","206","Family labour force"
"11B170221","Vilar e Viveiro","5","2019","118","Holder"
"11B170221","Vilar e Viveiro","5","2019","59","Spouse"
"11B170221","Vilar e Viveiro","5","2019","30","Other family members"
"11B170221","Vilar e Viveiro","5","2019","4","Non-family labour force"
"11B170221","Vilar e Viveiro","5","2019","3","Regular"
"11B170221","Vilar e Viveiro","5","2019","0","Non-regular"
"11B170221","Vilar e Viveiro","5","2019","0","Workers not hired by the holder"
"11B170301","Águas Frias","5","2019","145","Total labour force in agriculture"
"11B170301","Águas Frias","5","2019","137","Family labour force"
"11B170301","Águas Frias","5","2019","70","Holder"
"11B170301","Águas Frias","5","2019","39","Spouse"
"11B170301","Águas Frias","5","2019","28","Other family members"
"11B170301","Águas Frias","5","2019","8","Non-family labour force"
"11B170301","Águas Frias","5","2019","4","Regular"
"11B170301","Águas Frias","5","2019","3","Non-regular"
"11B170301","Águas Frias","5","2019","0","Workers not hired by the holder"
"11B170302","Anelhe","5","2019","64","Total labour force in agriculture"
"11B170302","Anelhe","5","2019","60","Family labour force"
"11B170302","Anelhe","5","2019","29","Holder"
"11B170302","Anelhe","5","2019","22","Spouse"
"11B170302","Anelhe","5","2019","9","Other family members"
"11B170302","Anelhe","5","2019","5","Non-family labour force"
"11B170302","Anelhe","5","2019","3","Regular"
"11B170302","Anelhe","5","2019","2","Non-regular"
"11B170302","Anelhe","5","2019","0","Workers not hired by the holder"
"11B170305","Bustelo","5","2019","48","Total labour force in agriculture"
"11B170305","Bustelo","5","2019","46","Family labour force"
"11B170305","Bustelo","5","2019","27","Holder"
"11B170305","Bustelo","5","2019","15","Spouse"
"11B170305","Bustelo","5","2019","5","Other family members"
"11B170305","Bustelo","5","2019","2","Non-family labour force"
"11B170305","Bustelo","5","2019","0","Regular"
"11B170305","Bustelo","5","2019","2","Non-regular"
"11B170305","Bustelo","5","2019","0","Workers not hired by the holder"
"11B170309","Cimo de Vila da Castanheira","5","2019","176","Total labour force in agriculture"
"11B170309","Cimo de Vila da Castanheira","5","2019","170","Family labour force"
"11B170309","Cimo de Vila da Castanheira","5","2019","89","Holder"
"11B170309","Cimo de Vila da Castanheira","5","2019","44","Spouse"
"11B170309","Cimo de Vila da Castanheira","5","2019","36","Other family members"
"11B170309","Cimo de Vila da Castanheira","5","2019","6","Non-family labour force"
"11B170309","Cimo de Vila da Castanheira","5","2019","0","Regular"
"11B170309","Cimo de Vila da Castanheira","5","2019","5","Non-regular"
"11B170309","Cimo de Vila da Castanheira","5","2019","1","Workers not hired by the holder"
"11B170310","Curalha","5","2019","26","Total labour force in agriculture"
"11B170310","Curalha","5","2019","23","Family labour force"
"11B170310","Curalha","5","2019","11","Holder"
"11B170310","Curalha","5","2019","7","Spouse"
"11B170310","Curalha","5","2019","5","Other family members"
"11B170310","Curalha","5","2019","3","Non-family labour force"
"11B170310","Curalha","5","2019","1","Regular"
"11B170310","Curalha","5","2019","1","Non-regular"
"11B170310","Curalha","5","2019","1","Workers not hired by the holder"
"11B170312","Ervededo","5","2019","142","Total labour force in agriculture"
"11B170312","Ervededo","5","2019","137","Family labour force"
"11B170312","Ervededo","5","2019","72","Holder"
"11B170312","Ervededo","5","2019","42","Spouse"
"11B170312","Ervededo","5","2019","23","Other family members"
"11B170312","Ervededo","5","2019","6","Non-family labour force"
"11B170312","Ervededo","5","2019","2","Regular"
"11B170312","Ervededo","5","2019","3","Non-regular"
"11B170312","Ervededo","5","2019","0","Workers not hired by the holder"
"11B170313","Faiões","5","2019","67","Total labour force in agriculture"
"11B170313","Faiões","5","2019","64","Family labour force"
"11B170313","Faiões","5","2019","38","Holder"
"11B170313","Faiões","5","2019","16","Spouse"
"11B170313","Faiões","5","2019","10","Other family members"
"11B170313","Faiões","5","2019","3","Non-family labour force"
"11B170313","Faiões","5","2019","0","Regular"
"11B170313","Faiões","5","2019","3","Non-regular"
"11B170313","Faiões","5","2019","0","Workers not hired by the holder"
"11B170314","Lama de Arcos","5","2019","51","Total labour force in agriculture"
"11B170314","Lama de Arcos","5","2019","48","Family labour force"
"11B170314","Lama de Arcos","5","2019","26","Holder"
"11B170314","Lama de Arcos","5","2019","15","Spouse"
"11B170314","Lama de Arcos","5","2019","7","Other family members"
"11B170314","Lama de Arcos","5","2019","2","Non-family labour force"
"11B170314","Lama de Arcos","5","2019","1","Regular"
"11B170314","Lama de Arcos","5","2019","2","Non-regular"
"11B170314","Lama de Arcos","5","2019","0","Workers not hired by the holder"
"11B170316","Mairos","5","2019","60","Total labour force in agriculture"
"11B170316","Mairos","5","2019","55","Family labour force"
"11B170316","Mairos","5","2019","31","Holder"
"11B170316","Mairos","5","2019","15","Spouse"
"11B170316","Mairos","5","2019","9","Other family members"
"11B170316","Mairos","5","2019","6","Non-family labour force"
"11B170316","Mairos","5","2019","1","Regular"
"11B170316","Mairos","5","2019","4","Non-regular"
"11B170316","Mairos","5","2019","0","Workers not hired by the holder"
"11B170317","Moreiras","5","2019","77","Total labour force in agriculture"
"11B170317","Moreiras","5","2019","73","Family labour force"
"11B170317","Moreiras","5","2019","38","Holder"
"11B170317","Moreiras","5","2019","23","Spouse"
"11B170317","Moreiras","5","2019","13","Other family members"
"11B170317","Moreiras","5","2019","4","Non-family labour force"
"11B170317","Moreiras","5","2019","1","Regular"
"11B170317","Moreiras","5","2019","2","Non-regular"
"11B170317","Moreiras","5","2019","1","Workers not hired by the holder"
"11B170318","Nogueira da Montanha","5","2019","159","Total labour force in agriculture"
"11B170318","Nogueira da Montanha","5","2019","149","Family labour force"
"11B170318","Nogueira da Montanha","5","2019","89","Holder"
"11B170318","Nogueira da Montanha","5","2019","44","Spouse"
"11B170318","Nogueira da Montanha","5","2019","16","Other family members"
"11B170318","Nogueira da Montanha","5","2019","10","Non-family labour force"
"11B170318","Nogueira da Montanha","5","2019","4","Regular"
"11B170318","Nogueira da Montanha","5","2019","5","Non-regular"
"11B170318","Nogueira da Montanha","5","2019","1","Workers not hired by the holder"
"11B170320","Oura","5","2019","92","Total labour force in agriculture"
"11B170320","Oura","5","2019","77","Family labour force"
"11B170320","Oura","5","2019","38","Holder"
"11B170320","Oura","5","2019","30","Spouse"
"11B170320","Oura","5","2019","9","Other family members"
"11B170320","Oura","5","2019","14","Non-family labour force"
"11B170320","Oura","5","2019","12","Regular"
"11B170320","Oura","5","2019","2","Non-regular"
"11B170320","Oura","5","2019","1","Workers not hired by the holder"
"11B170321","Outeiro Seco","5","2019","43","Total labour force in agriculture"
"11B170321","Outeiro Seco","5","2019","38","Family labour force"
"11B170321","Outeiro Seco","5","2019","28","Holder"
"11B170321","Outeiro Seco","5","2019","9","Spouse"
"11B170321","Outeiro Seco","5","2019","2","Other family members"
"11B170321","Outeiro Seco","5","2019","5","Non-family labour force"
"11B170321","Outeiro Seco","5","2019","3","Regular"
"11B170321","Outeiro Seco","5","2019","2","Non-regular"
"11B170321","Outeiro Seco","5","2019","0","Workers not hired by the holder"
"11B170322","Paradela","5","2019","48","Total labour force in agriculture"
"11B170322","Paradela","5","2019","45","Family labour force"
"11B170322","Paradela","5","2019","20","Holder"
"11B170322","Paradela","5","2019","12","Spouse"
"11B170322","Paradela","5","2019","13","Other family members"
"11B170322","Paradela","5","2019","2","Non-family labour force"
"11B170322","Paradela","5","2019","1","Regular"
"11B170322","Paradela","5","2019","1","Non-regular"
"11B170322","Paradela","5","2019","0","Workers not hired by the holder"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","125","Total labour force in agriculture"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","119","Family labour force"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","70","Holder"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","35","Spouse"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","14","Other family members"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","6","Non-family labour force"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","2","Regular"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","3","Non-regular"
"11B170353","Planalto de Monforte (União das freguesias de Oucidres e Bobadela)","5","2019","1","Workers not hired by the holder"
"11B170324","Redondelo","5","2019","106","Total labour force in agriculture"
"11B170324","Redondelo","5","2019","88","Family labour force"
"11B170324","Redondelo","5","2019","43","Holder"
"11B170324","Redondelo","5","2019","27","Spouse"
"11B170324","Redondelo","5","2019","19","Other family members"
"11B170324","Redondelo","5","2019","18","Non-family labour force"
"11B170324","Redondelo","5","2019","5","Regular"
"11B170324","Redondelo","5","2019","12","Non-regular"
"11B170324","Redondelo","5","2019","1","Workers not hired by the holder"
"11B170327","Sanfins","5","2019","44","Total labour force in agriculture"
"11B170327","Sanfins","5","2019","42","Family labour force"
"11B170327","Sanfins","5","2019","23","Holder"
"11B170327","Sanfins","5","2019","13","Spouse"
"11B170327","Sanfins","5","2019","6","Other family members"
"11B170327","Sanfins","5","2019","2","Non-family labour force"
"11B170327","Sanfins","5","2019","0","Regular"
"11B170327","Sanfins","5","2019","1","Non-regular"
"11B170327","Sanfins","5","2019","0","Workers not hired by the holder"
"11B170329","Santa Leocádia","5","2019","98","Total labour force in agriculture"
"11B170329","Santa Leocádia","5","2019","91","Family labour force"
"11B170329","Santa Leocádia","5","2019","53","Holder"
"11B170329","Santa Leocádia","5","2019","26","Spouse"
"11B170329","Santa Leocádia","5","2019","13","Other family members"
"11B170329","Santa Leocádia","5","2019","6","Non-family labour force"
"11B170329","Santa Leocádia","5","2019","0","Regular"
"11B170329","Santa Leocádia","5","2019","6","Non-regular"
"11B170329","Santa Leocádia","5","2019","0","Workers not hired by the holder"
"11B170350","Santa Maria Maior","5","2019","6","Total labour force in agriculture"
"11B170350","Santa Maria Maior","5","2019","5","Family labour force"
"11B170350","Santa Maria Maior","5","2019","3","Holder"
"11B170350","Santa Maria Maior","5","2019","2","Spouse"
"11B170350","Santa Maria Maior","5","2019","0","Other family members"
"11B170350","Santa Maria Maior","5","2019","0","Non-family labour force"
"11B170350","Santa Maria Maior","5","2019","0","Regular"
"11B170350","Santa Maria Maior","5","2019","0","Non-regular"
"11B170350","Santa Maria Maior","5","2019","0","Workers not hired by the holder"
"11B170330","Santo António de Monforte","5","2019","29","Total labour force in agriculture"
"11B170330","Santo António de Monforte","5","2019","27","Family labour force"
"11B170330","Santo António de Monforte","5","2019","18","Holder"
"11B170330","Santo António de Monforte","5","2019","8","Spouse"
"11B170330","Santo António de Monforte","5","2019","1","Other family members"
"11B170330","Santo António de Monforte","5","2019","2","Non-family labour force"
"11B170330","Santo António de Monforte","5","2019","0","Regular"
"11B170330","Santo António de Monforte","5","2019","1","Non-regular"
"11B170330","Santo António de Monforte","5","2019","0","Workers not hired by the holder"
"11B170331","Santo Estêvão","5","2019","79","Total labour force in agriculture"
"11B170331","Santo Estêvão","5","2019","72","Family labour force"
"11B170331","Santo Estêvão","5","2019","37","Holder"
"11B170331","Santo Estêvão","5","2019","23","Spouse"
"11B170331","Santo Estêvão","5","2019","12","Other family members"
"11B170331","Santo Estêvão","5","2019","6","Non-family labour force"
"11B170331","Santo Estêvão","5","2019","2","Regular"
"11B170331","Santo Estêvão","5","2019","4","Non-regular"
"11B170331","Santo Estêvão","5","2019","0","Workers not hired by the holder"
"11B170333","São Pedro de Agostém","5","2019","262","Total labour force in agriculture"
"11B170333","São Pedro de Agostém","5","2019","251","Family labour force"
"11B170333","São Pedro de Agostém","5","2019","129","Holder"
"11B170333","São Pedro de Agostém","5","2019","90","Spouse"
"11B170333","São Pedro de Agostém","5","2019","31","Other family members"
"11B170333","São Pedro de Agostém","5","2019","11","Non-family labour force"
"11B170333","São Pedro de Agostém","5","2019","8","Regular"
"11B170333","São Pedro de Agostém","5","2019","3","Non-regular"
"11B170333","São Pedro de Agostém","5","2019","1","Workers not hired by the holder"
"11B170334","São Vicente","5","2019","56","Total labour force in agriculture"
"11B170334","São Vicente","5","2019","52","Family labour force"
"11B170334","São Vicente","5","2019","31","Holder"
"11B170334","São Vicente","5","2019","16","Spouse"
"11B170334","São Vicente","5","2019","5","Other family members"
"11B170334","São Vicente","5","2019","5","Non-family labour force"
"11B170334","São Vicente","5","2019","3","Regular"
"11B170334","São Vicente","5","2019","1","Non-regular"
"11B170334","São Vicente","5","2019","0","Workers not hired by the holder"
"11B170340","Tronco","5","2019","45","Total labour force in agriculture"
"11B170340","Tronco","5","2019","42","Family labour force"
"11B170340","Tronco","5","2019","23","Holder"
"11B170340","Tronco","5","2019","13","Spouse"
"11B170340","Tronco","5","2019","5","Other family members"
"11B170340","Tronco","5","2019","3","Non-family labour force"
"11B170340","Tronco","5","2019","1","Regular"
"11B170340","Tronco","5","2019","2","Non-regular"
"11B170340","Tronco","5","2019","0","Workers not hired by the holder"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","170","Total labour force in agriculture"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","163","Family labour force"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","78","Holder"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","52","Spouse"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","33","Other family members"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","7","Non-family labour force"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","3","Regular"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","3","Non-regular"
"11B170354","União das freguesias da Madalena e Samaiões","5","2019","1","Workers not hired by the holder"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","257","Total labour force in agriculture"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","253","Family labour force"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","133","Holder"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","92","Spouse"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","27","Other family members"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","4","Non-family labour force"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","1","Regular"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","2","Non-regular"
"11B170355","União das freguesias das Eiras, São Julião de Montenegro e Cela","5","2019","1","Workers not hired by the holder"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","165","Total labour force in agriculture"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","162","Family labour force"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","85","Holder"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","66","Spouse"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","11","Other family members"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","3","Non-family labour force"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","2","Regular"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","1","Non-regular"
"11B170356","União das freguesias de Calvão e Soutelinho da Raia","5","2019","0","Workers not hired by the holder"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","150","Total labour force in agriculture"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","130","Family labour force"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","75","Holder"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","41","Spouse"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","14","Other family members"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","20","Non-family labour force"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","6","Regular"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","14","Non-regular"
"11B170357","União das freguesias de Loivos e Póvoa de Agrações","5","2019","1","Workers not hired by the holder"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","29","Total labour force in agriculture"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","27","Family labour force"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","16","Holder"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","7","Spouse"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","4","Other family members"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","2","Non-family labour force"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","0","Regular"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","2","Non-regular"
"11B170358","União das freguesias de Santa Cruz/Trindade e Sanjurge","5","2019","0","Workers not hired by the holder"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","92","Total labour force in agriculture"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","91","Family labour force"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","55","Holder"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","27","Spouse"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","9","Other family members"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","0","Non-family labour force"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","0","Regular"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","0","Non-regular"
"11B170359","União das freguesias de Soutelo e Seara Velha","5","2019","0","Workers not hired by the holder"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","128","Total labour force in agriculture"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","122","Family labour force"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","73","Holder"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","36","Spouse"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","13","Other family members"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","6","Non-family labour force"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","0","Regular"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","5","Non-regular"
"11B170360","União das freguesias de Travancas e Roriz","5","2019","1","Workers not hired by the holder"
"11B170341","Vale de Anta","5","2019","44","Total labour force in agriculture"
"11B170341","Vale de Anta","5","2019","40","Family labour force"
"11B170341","Vale de Anta","5","2019","24","Holder"
"11B170341","Vale de Anta","5","2019","11","Spouse"
"11B170341","Vale de Anta","5","2019","6","Other family members"
"11B170341","Vale de Anta","5","2019","3","Non-family labour force"
"11B170341","Vale de Anta","5","2019","0","Regular"
"11B170341","Vale de Anta","5","2019","3","Non-regular"
"11B170341","Vale de Anta","5","2019","0","Workers not hired by the holder"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","180","Total labour force in agriculture"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","155","Family labour force"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","86","Holder"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","50","Spouse"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","19","Other family members"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","25","Non-family labour force"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","8","Regular"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","17","Non-regular"
"11B170361","Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)","5","2019","1","Workers not hired by the holder"
"11B170343","Vila Verde da Raia","5","2019","94","Total labour force in agriculture"
"11B170343","Vila Verde da Raia","5","2019","92","Family labour force"
"11B170343","Vila Verde da Raia","5","2019","51","Holder"
"11B170343","Vila Verde da Raia","5","2019","23","Spouse"
"11B170343","Vila Verde da Raia","5","2019","18","Other family members"
"11B170343","Vila Verde da Raia","5","2019","2","Non-family labour force"
"11B170343","Vila Verde da Raia","5","2019","0","Regular"
"11B170343","Vila Verde da Raia","5","2019","1","Non-regular"
"11B170343","Vila Verde da Raia","5","2019","0","Workers not hired by the holder"
"11B170344","Vilar de Nantes","5","2019","45","Total labour force in agriculture"
"11B170344","Vilar de Nantes","5","2019","42","Family labour force"
"11B170344","Vilar de Nantes","5","2019","22","Holder"
"11B170344","Vilar de Nantes","5","2019","14","Spouse"
"11B170344","Vilar de Nantes","5","2019","6","Other family members"
"11B170344","Vilar de Nantes","5","2019","4","Non-family labour force"
"11B170344","Vilar de Nantes","5","2019","3","Regular"
"11B170344","Vilar de Nantes","5","2019","1","Non-regular"
"11B170344","Vilar de Nantes","5","2019","0","Workers not hired by the holder"
"11B170345","Vilarelho da Raia","5","2019","96","Total labour force in agriculture"
"11B170345","Vilarelho da Raia","5","2019","88","Family labour force"
"11B170345","Vilarelho da Raia","5","2019","51","Holder"
"11B170345","Vilarelho da Raia","5","2019","29","Spouse"
"11B170345","Vilarelho da Raia","5","2019","8","Other family members"
"11B170345","Vilarelho da Raia","5","2019","8","Non-family labour force"
"11B170345","Vilarelho da Raia","5","2019","5","Regular"
"11B170345","Vilarelho da Raia","5","2019","2","Non-regular"
"11B170345","Vilarelho da Raia","5","2019","0","Workers not hired by the holder"
"11B170347","Vilas Boas","5","2019","64","Total labour force in agriculture"
"11B170347","Vilas Boas","5","2019","62","Family labour force"
"11B170347","Vilas Boas","5","2019","31","Holder"
"11B170347","Vilas Boas","5","2019","23","Spouse"
"11B170347","Vilas Boas","5","2019","9","Other family members"
"11B170347","Vilas Boas","5","2019","2","Non-family labour force"
"11B170347","Vilas Boas","5","2019","0","Regular"
"11B170347","Vilas Boas","5","2019","1","Non-regular"
"11B170347","Vilas Boas","5","2019","0","Workers not hired by the holder"
"11B170349","Vilela do Tâmega","5","2019","25","Total labour force in agriculture"
"11B170349","Vilela do Tâmega","5","2019","23","Family labour force"
"11B170349","Vilela do Tâmega","5","2019","12","Holder"
"11B170349","Vilela do Tâmega","5","2019","7","Spouse"
"11B170349","Vilela do Tâmega","5","2019","4","Other family members"
"11B170349","Vilela do Tâmega","5","2019","2","Non-family labour force"
"11B170349","Vilela do Tâmega","5","2019","0","Regular"
"11B170349","Vilela do Tâmega","5","2019","1","Non-regular"
"11B170349","Vilela do Tâmega","5","2019","0","Workers not hired by the holder"
"11B170348","Vilela Seca","5","2019","65","Total labour force in agriculture"
"11B170348","Vilela Seca","5","2019","62","Family labour force"
"11B170348","Vilela Seca","5","2019","34","Holder"
"11B170348","Vilela Seca","5","2019","22","Spouse"
"11B170348","Vilela Seca","5","2019","6","Other family members"
"11B170348","Vilela Seca","5","2019","2","Non-family labour force"
"11B170348","Vilela Seca","5","2019","1","Regular"
"11B170348","Vilela Seca","5","2019","2","Non-regular"
"11B170348","Vilela Seca","5","2019","0","Workers not hired by the holder"
"11B170601","Cabril","5","2019","121","Total labour force in agriculture"
